museum_number,animal_id,day,month,year,season,final_identification,field_identification,preparation,locality,dist_village_center,village,grid_name,grid_number,habitat_type,trap_type,trap_number,pitfall_position,latitude,longitude,elevation.obs,sex,tl,tv,hf,ear,mass,hb,testicle_position,testicle_length,testicle_width,epididym,mammae_condition,mammae_number_ax,mammae_number_ab,mammae_number_ing,vagina,embryos_l,embryos_r,embryos_cr,placental_scars_l,placental_scars_r,age_repro,age_dental,habitat_description,notes
NA,NRW24,31,5,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,15,NA,-14.46573199,49.79906503,NA,female,395,215,32,22,130,168,NA,NA,NA,NA,large,1,2,2,perf.,5,3,4x4,NA,NA,3,2,"old savoka dominated by Aframomum sp. Mongo tree, pineapple and bamboo tree",NA
NA,NRW25,31,5,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,56,NA,-14.46588303,49.79876898,NA,female,378,200,32,22,165,175,NA,NA,NA,NA,large,1,2,2,perf.,3,3,3x17,NA,NA,3,2,old savoka,NA
NA,NRW26,31,5,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,52,NA,-14.46555899,49.79865599,NA,male,325,175,32,22,60,148,abdominal,10,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,old savoka,NA
NA,NRW29,1,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,99,NA,-14.46622099,49.798513,NA,male,209,104,26,17,20,97,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,old savoka,NA
NA,NRW30,1,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,54,NA,-14.46573199,49.79869497,NA,male,[355],[155],29,22,132,180,scrotal,20,14,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,old savoka,NA
NA,NRW31,1,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,16,NA,-14.46579502,49.79908397,NA,male,400,202,34,45,140,185,scrotal,22,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,old savoka,NA
NA,NRW32,1,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,15,NA,-14.46573199,49.79906503,NA,male,310,160,30,22,60,140,abdominal,8,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,old savoka,NA
NA,NRW33,1,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,89,NA,-14.46623197,49.79859296,NA,female,370,202,30,21,130,170,NA,NA,NA,NA,small,1,2,2,perf.,4,2,16x10,NA,NA,3,2,old savoka,NA
NA,NRW34,1,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,78,NA,-14.46610599,49.79868298,NA,female,250,128,26,18,40,125,NA,NA,NA,NA,small,NA,NA,NA,perf.,NA,NA,NA,0,0,1,1,old savoka,NA
NA,NRW37,2,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,16,NA,-14.46579502,49.79908397,NA,male,[366],[174],33,20,126,170,scrotal,23,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,old savoka,NA
NA,NRW39,3,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,13,NA,-14.46554599,49.79902103,NA,female,222,119,26,16,25,96,NA,NA,NA,NA,small,NA,NA,NA,imp.,NA,NA,NA,NA,NA,1,1,old savoka,NA
NA,NRW40,3,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,33,NA,-14.46561003,49.79885599,NA,male,214,109,26,17,26,93,abdominal,7,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,old savoka,NA
NA,NRW41,3,6,2017,3,Rattus rattus,Rattus rattus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,40,NA,-14.46614396,49.79909504,NA,female,375,190,29,24,124,167,NA,NA,NA,NA,large,1,2,2,perf.,4,6,5x5,NA,NA,3,2,old savoka,NA
NA,NRW42,3,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Forest,NA,secondary_forest,Sherman,89,NA,-14.46623197,49.79859296,NA,male,376,193,31,23,130,NA,scrotal,21,14,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,old savoka,NA
NA,NRW48,18,6,2017,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,22,NA,-14.468524,49.80125204,NA,male,170,83,17,13,19,85,scrotal,6,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW49,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,69,NA,-14.46791296,49.80159796,NA,male,296,156,31,20,55,130,scrotal,10,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,harvested rice field and new savoka,NA
NA,NRW50,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,79,NA,-14.467862,49.80155798,NA,female,273,155,29,19,45,115,NA,NA,NA,NA,small,1,2,2,imp.,NA,NA,NA,NA,NA,1,1,harvested rice field and new savoka,NA
NA,NRW51,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,71,NA,-14.46818504,49.80089597,NA,female,346,194,33,24,80,150,NA,NA,NA,NA,small,1,2,2,perf.,NA,NA,NA,6,4,2,2,harvested rice field and new savoka,NA
NA,NRW52,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,97,NA,-14.46780802,49.80128104,NA,male,400,215,33,22,132,170,scrotal,22,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW53,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,7,NA,-14.46844001,49.80173802,NA,female,385,207,33,23,115,175,NA,NA,NA,NA,small,1,2,2,perf.,3,4,10x10,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW54,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,59,NA,-14.46799099,49.80163601,NA,male,390,214,32,24,150,185,scrotal,25,14,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW55,18,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,66,NA,-14.46806501,49.80137701,NA,male,405,212,36,23,160,190,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW57,19,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,23,NA,-14.46847899,49.80132898,NA,female,405,222,33,23,132,185,NA,NA,NA,NA,large,1,2,2,perf.,3,4,5x4,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW58,19,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,70,NA,-14.46786904,49.801663,NA,female,401,222,32,23,134,180,NA,NA,NA,NA,large,1,2,2,perf.,NA,NA,NA,NA,NA,2,2,harvested rice field and new savoka,NA
NA,NRW61,20,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,94,NA,-14.46792603,49.80106001,NA,female,[319],[139],32,22,120,180,NA,NA,NA,NA,small,1,2,2,perf.,NA,NA,NA,6,5,2,2,harvested rice field and new savoka,NA
NA,NRW65,21,6,2017,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,63,NA,-14.46818604,49.80113603,NA,male,175,92,17,13,20,82,scrotal,7,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW66,21,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,1,NA,-14.46868996,49.80125799,NA,female,403,220,31,22,110,180,NA,NA,NA,NA,large,1,2,2,perf.,NA,NA,NA,9,6,2,2,harvested rice field and new savoka,NA
NA,NRW67,21,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,23,NA,-14.46847899,49.80132898,NA,female,382,209,32,23,130,180,NA,NA,NA,NA,large,1,2,2,perf.,4,5,5x3,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW70,22,6,2017,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,63,NA,-14.46818604,49.80113603,NA,male,174,91,17,13,17,85,scrotal,7,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW71,22,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,100,NA,-14.467705,49.80151397,NA,female,382,209,34,22,125,175,NA,NA,NA,NA,large,1,2,2,perf.,1,7,2x1,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW72,22,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,91,NA,-14.46801396,49.80076597,NA,female,[360],[180],33,22,160,185,NA,NA,NA,NA,large,1,2,2,perf.,NA,NA,NA,10,7,2,2,harvested rice field and new savoka,NA
NA,NRW73,22,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,67,NA,-14.46800499,49.80145597,NA,male,392,223,33,23,130,170,scrotal,25,11,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW74,22,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Rice,NA,flooded_rice,Sherman,59,NA,-14.46799099,49.80163601,NA,male,420,229,37,21,140,190,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,harvested rice field and new savoka,NA
NA,NRW82,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,53,NA,-14.47786303,49.81016602,NA,male,248,136,29,18,35,110,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW83,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,78,NA,-14.47753304,49.81047599,NA,male,315,169,33,21,76,140,scrotal,17,10,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,fallow rice field and brush near village,NA
NA,NRW84,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,71,NA,-14.47773898,49.80997701,NA,male,278,158,28,20,50,120,scrotal,9,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW85,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,92,NA,-14.477541,49.81002697,NA,male,288,153,29,19,54,135,scrotal,14,9,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,fallow rice field and brush near village,NA
NA,NRW86,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,83,NA,-14.47761702,49.81008698,NA,male,296,170,32,19,57,125,scrotal,10,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW87,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,93,NA,-14.477527,49.81009603,NA,male,365,194,32,20,120,175,scrotal,21,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,fallow rice field and brush near village,NA
NA,NRW88,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,72,NA,-14.47769204,49.81003401,NA,male,287,152,30,20,51,130,scrotal,11,5,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW89,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,61,NA,-14.47782297,49.80999797,NA,male,272,152,29,18,50,120,abdominal,9,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW90,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,96,NA,-14.47741603,49.81033199,NA,female,271,145,30,20,48,130,NA,NA,NA,NA,small,1,2,2,imp.,NA,NA,NA,0,0,1,1,fallow rice field and brush near village,NA
NA,NRW91,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,95,NA,-14.47747101,49.81025797,NA,female,307,180,30,22,57,130,NA,NA,NA,NA,small,1,2,2,perf.,NA,NA,NA,0,0,1,1,fallow rice field and brush near village,NA
NA,NRW92,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,69,NA,-14.47754201,49.81058001,NA,male,306,168,34,21,66,140,scrotal,13,8,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,fallow rice field and brush near village,NA
NA,NRW93,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,63,NA,-14.47776496,49.81016703,NA,male,260,146,30,20,36,116,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW94,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,3,NA,-14.47822798,49.81018203,NA,male,290,159,31,21,60,130,abdominal,7,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,fallow rice field and brush near village,NA
NA,NRW95,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,82,NA,-14.47762096,49.81004599,NA,male,362,199,31,23,98,165,scrotal,20,11,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,fallow rice field and brush near village,NA
NA,NRW96,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,86,NA,-14.477498,49.810349,NA,male,384,209,35,24,132,180,scrotal,22,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,fallow rice field and brush near village,NA
NA,NRW97,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,59,NA,-14.47769003,49.81054304,NA,male,356,192,35,21,94,160,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,fallow rice field and brush near village,NA
NA,NRW98,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,1,NA,-14.47827802,49.81002001,NA,female,360,197,29,22,94,165,NA,NA,NA,NA,small,1,2,2,perf.,NA,NA,NA,6,5,2,2,fallow rice field and brush near village,NA
NA,NRW99,29,6,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,31,NA,-14.47801399,49.80999101,NA,female,391,217,31,22,104,175,NA,NA,NA,NA,small,1,2,2,perf.,NA,NA,NA,5,6,2,2,fallow rice field and brush near village,NA
NA,NRW133,1,7,2017,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Village,NA,agriculture,Sherman,15,NA,-14.47809496,49.81024599,NA,male,286,151,29,20,63,140,abdominal,8,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
NA,JPH007,25,11,2017,1,Setifer setosus,Setifer setosus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,2,low,-14.4602,49.79288,NA,female,189,NA,24,8,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,JPH008,25,11,2017,1,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,trap,4,NA,-14.46101,49.79235,NA,female,156,190,20,20,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,JPH009,25,11,2017,1,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,trap,73,NA,-14.46033,49.7921,NA,female,163,205,28,18,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,JPH010,25,11,2017,1,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,9,low,-14.45996,49.79342,NA,NA,77,34,11,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,JPH011,25,11,2017,1,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,9,low,-14.45996,49.79342,NA,female,79,21,11,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,edge forest,NA
NA,JPH012,26,11,2017,1,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,6,high,-14.46087,49.79197,NA,female,73,35,14,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,edge forest,NA
NA,JPH013,26,11,2017,1,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,9,high,-14.46066,49.79187,NA,male,70,19,10,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,edge forest,NA
NA,JPH014,26,11,2017,1,Microgale brevicaudata,Microgale brevicaudata,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Edge forest,NA,semi-intact_forest,Pitfall,9,high,-14.46066,49.79187,NA,female,75,22,11,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,edge forest,NA
NA,JPH015,26,11,2017,1,Suncus murinus,Suncus murinus,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Secondary forest fragment 1,NA,secondary_forest,Pitfall,8,high,-14.46453,49.79828,NA,male,123,53,18,8,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,disturbed and secondary forest,NA
NA,JPH016,26,11,2017,1,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Secondary forest fragment 1,NA,secondary_forest,trap,77,NA,-14.46603,49.79865,NA,male,144,189,21,18,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,disturbed and secondary forest,NA
NA,JPH017,26,11,2017,1,Rattus rattus,Rattus sp.,NA,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",NA,Mandena,Secondary forest fragment 1,NA,secondary_forest,trap,5,NA,-14.46569,49.79911,NA,male,160,208,32,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,disturbed and secondary forest,NA
