Name	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
NC_taxa_10boot..1...i..1.8..523	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_539
NC_taxa_10boot..1...i..1.8..524	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_540
NC_taxa_10boot..1...i..1.8..525	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_541
NC_taxa_10boot..1...i..1.8..526	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_542
NC_taxa_10boot..1...i..1.8..527	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_543
NC_taxa_10boot..1...i..1.8..528	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_545
NC_taxa_10boot..1...i..1.8..529	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_547
NC_taxa_10boot..1...i..1.8..530	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_placei	ASV_548
NC_taxa_10boot..1...i..1.8..531	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_549
NC_taxa_10boot..1...i..1.8..532	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_550
NC_taxa_10boot..1...i..1.8..533	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_551
NC_taxa_10boot..1...i..1.8..534	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	NA	ASV_552
NC_taxa_10boot..1...i..1.8..535	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_553
NC_taxa_10boot..1...i..1.8..536	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_555
NC_taxa_10boot..1...i..1.8..537	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_556
NC_taxa_10boot..1...i..1.8..538	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_557
NC_taxa_10boot..1...i..1.8..539	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	NA	NA	ASV_558
NC_taxa_10boot..1...i..1.8..540	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_559
NC_taxa_10boot..1...i..1.8..541	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_560
NC_taxa_10boot..1...i..1.8..542	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_561
NC_taxa_10boot..1...i..1.8..543	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_562
NC_taxa_10boot..1...i..1.8..544	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_563
NC_taxa_10boot..1...i..1.8..545	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_564
NC_taxa_10boot..1...i..1.8..546	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchulus	Rotylenchulus_reniformis	ASV_565
NC_taxa_10boot..1...i..1.8..547	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_566
NC_taxa_10boot..1...i..1.8..548	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_567
NC_taxa_10boot..1...i..1.8..549	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_568
NC_taxa_10boot..1...i..1.8..550	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_569
NC_taxa_10boot..1...i..1.8..551	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_570
NC_taxa_10boot..1...i..1.8..552	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_571
NC_taxa_10boot..1...i..1.8..553	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_572
NC_taxa_10boot..1...i..1.8..554	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_573
NC_taxa_10boot..1...i..1.8..555	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_574
NC_taxa_10boot..1...i..1.8..556	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	NA	NA	ASV_575
NC_taxa_10boot..1...i..1.8..557	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_576
NC_taxa_10boot..1...i..1.8..558	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_577
NC_taxa_10boot..1...i..1.8..559	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_578
NC_taxa_10boot..1...i..1.8..560	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_579
NC_taxa_10boot..1...i..1.8..561	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_580
NC_taxa_10boot..1...i..1.8..562	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_581
NC_taxa_10boot..1...i..1.8..563	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_582
NC_taxa_10boot..1...i..1.8..564	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_583
NC_taxa_10boot..1...i..1.8..565	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_584
NC_taxa_10boot..1...i..1.8..566	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	NA	ASV_585
NC_taxa_10boot..1...i..1.8..567	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_586
NC_taxa_10boot..1...i..1.8..568	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_587
NC_taxa_10boot..1...i..1.8..569	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_589
NC_taxa_10boot..1...i..1.8..570	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_590
NC_taxa_10boot..1...i..1.8..571	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_591
NC_taxa_10boot..1...i..1.8..572	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_592
NC_taxa_10boot..1...i..1.8..573	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_593
NC_taxa_10boot..1...i..1.8..574	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_596
NC_taxa_10boot..1...i..1.8..575	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_elegans	ASV_597
NC_taxa_10boot..1...i..1.8..576	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	NA	ASV_598
NC_taxa_10boot..1...i..1.8..577	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_599
NC_taxa_10boot..1...i..1.8..578	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_600
NC_taxa_10boot..1...i..1.8..579	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_601
NC_taxa_10boot..1...i..1.8..580	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_602
NC_taxa_10boot..1...i..1.8..581	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_603
NC_taxa_10boot..1...i..1.8..582	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	NA	NA	ASV_604
NC_taxa_10boot..1...i..1.8..583	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_605
NC_taxa_10boot..1...i..1.8..584	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_606
NC_taxa_10boot..1...i..1.8..585	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_607
NC_taxa_10boot..1...i..1.8..586	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_608
NC_taxa_10boot..1...i..1.8..587	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_609
NC_taxa_10boot..1...i..1.8..588	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_610
NC_taxa_10boot..1...i..1.8..589	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_612
NC_taxa_10boot..1...i..1.8..590	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	Oscheius_microvilli	ASV_613
NC_taxa_10boot..1...i..1.8..591	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_614
NC_taxa_10boot..1...i..1.8..592	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_615
NC_taxa_10boot..1...i..1.8..593	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_616
NC_taxa_10boot..1...i..1.8..594	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_617
NC_taxa_10boot..1...i..1.8..595	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_618
NC_taxa_10boot..1...i..1.8..596	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_619
NC_taxa_10boot..1...i..1.8..597	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_620
NC_taxa_10boot..1...i..1.8..598	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_621
NC_taxa_10boot..1...i..1.8..599	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_622
NC_taxa_10boot..1...i..1.8..600	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_623
NC_taxa_10boot..1...i..1.8..601	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_624
NC_taxa_10boot..1...i..1.8..602	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_625
NC_taxa_10boot..1...i..1.8..603	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_626
NC_taxa_10boot..1...i..1.8..604	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_627
NC_taxa_10boot..1...i..1.8..605	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_628
NC_taxa_10boot..1...i..1.8..606	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Angiostrongylidae	Angiostrongylus	Angiostrongylus_cantonensis	ASV_629
NC_taxa_10boot..1...i..1.8..607	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	NA	ASV_630
NC_taxa_10boot..1...i..1.8..608	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_631
NC_taxa_10boot..1...i..1.8..609	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_632
NC_taxa_10boot..1...i..1.8..610	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_633
NC_taxa_10boot..1...i..1.8..611	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_635
NC_taxa_10boot..1...i..1.8..612	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_636
NC_taxa_10boot..1...i..1.8..613	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_637
NC_taxa_10boot..1...i..1.8..614	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	NA	NA	ASV_638
NC_taxa_10boot..1...i..1.8..615	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_639
NC_taxa_10boot..1...i..1.8..616	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_640
NC_taxa_10boot..1...i..1.8..617	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_641
NC_taxa_10boot..1...i..1.8..618	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_642
NC_taxa_10boot..1...i..1.8..619	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_caninum	ASV_643
NC_taxa_10boot..1...i..1.8..620	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_644
NC_taxa_10boot..1...i..1.8..621	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_645
NC_taxa_10boot..1...i..1.8..622	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_646
NC_taxa_10boot..1...i..1.8..623	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_648
NC_taxa_10boot..1...i..1.8..624	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_649
NC_taxa_10boot..1...i..1.8..625	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_650
NC_taxa_10boot..1...i..1.8..626	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_651
NC_taxa_10boot..1...i..1.8..627	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_653
NC_taxa_10boot..1...i..1.8..628	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_654
NC_taxa_10boot..1...i..1.8..629	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_655
NC_taxa_10boot..1...i..1.8..630	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	Oscheius_myriophilus	ASV_656
NC_taxa_10boot..1...i..1.8..631	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Angiostrongylidae	Angiostrongylus	Angiostrongylus_cantonensis	ASV_657
NC_taxa_10boot..1...i..1.8..632	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	NA	NA	ASV_659
NC_taxa_10boot..1...i..1.8..633	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	Oesophagostomum_dentatum	ASV_660
NC_taxa_10boot..1...i..1.8..634	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	Viannaia_hamata	ASV_661
NC_taxa_10boot..1...i..1.8..635	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_662
NC_taxa_10boot..1...i..1.8..636	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_663
NC_taxa_10boot..1...i..1.8..637	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_664
NC_taxa_10boot..1...i..1.8..638	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_665
NC_taxa_10boot..1...i..1.8..639	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_666
NC_taxa_10boot..1...i..1.8..640	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_667
NC_taxa_10boot..1...i..1.8..641	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_668
NC_taxa_10boot..1...i..1.8..642	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_669
NC_taxa_10boot..1...i..1.8..643	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_670
NC_taxa_10boot..1...i..1.8..644	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_671
NC_taxa_10boot..1...i..1.8..645	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_673
NC_taxa_10boot..1...i..1.8..646	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_caninum	ASV_674
NC_taxa_10boot..1...i..1.8..647	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_675
NC_taxa_10boot..1...i..1.8..648	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_676
NC_taxa_10boot..1...i..1.8..649	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_677
NC_taxa_10boot..1...i..1.8..650	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_679
NC_taxa_10boot..1...i..1.8..651	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_680
NC_taxa_10boot..1...i..1.8..652	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_681
NC_taxa_10boot..1...i..1.8..653	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_684
NC_taxa_10boot..1...i..1.8..654	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_685
NC_taxa_10boot..1...i..1.8..655	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_686
NC_taxa_10boot..1...i..1.8..656	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_caninum	ASV_687
NC_taxa_10boot..1...i..1.8..657	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_688
NC_taxa_10boot..1...i..1.8..658	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_689
NC_taxa_10boot..1...i..1.8..659	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_690
NC_taxa_10boot..1...i..1.8..660	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_691
NC_taxa_10boot..1...i..1.8..661	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_692
NC_taxa_10boot..1...i..1.8..662	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_693
NC_taxa_10boot..1...i..1.8..663	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_694
NC_taxa_10boot..1...i..1.8..664	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_695
NC_taxa_10boot..1...i..1.8..665	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_696
NC_taxa_10boot..1...i..1.8..666	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_697
NC_taxa_10boot..1...i..1.8..667	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_698
NC_taxa_10boot..1...i..1.8..668	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_699
NC_taxa_10boot..1...i..1.8..669	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_700
NC_taxa_10boot..1...i..1.8..670	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_702
NC_taxa_10boot..1...i..1.8..671	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_703
NC_taxa_10boot..1...i..1.8..672	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	Oesophagostomum_dentatum	ASV_704
NC_taxa_10boot..1...i..1.8..673	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_705
NC_taxa_10boot..1...i..1.8..674	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_706
NC_taxa_10boot..1...i..1.8..675	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_707
NC_taxa_10boot..1...i..1.8..676	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_708
NC_taxa_10boot..1...i..1.8..677	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_709
NC_taxa_10boot..1...i..1.8..678	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_710
NC_taxa_10boot..1...i..1.8..679	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_caninum	ASV_711
NC_taxa_10boot..1...i..1.8..680	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_712
NC_taxa_10boot..1...i..1.8..681	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_713
NC_taxa_10boot..1...i..1.8..682	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_714
NC_taxa_10boot..1...i..1.8..683	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_715
NC_taxa_10boot..1...i..1.8..684	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	NA	ASV_716
NC_taxa_10boot..1...i..1.8..685	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_717
NC_taxa_10boot..1...i..1.8..686	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	NA	NA	ASV_718
NC_taxa_10boot..1...i..1.8..687	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_719
NC_taxa_10boot..1...i..1.8..688	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_720
NC_taxa_10boot..1...i..1.8..689	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_721
NC_taxa_10boot..1...i..1.8..690	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Angiostrongylidae	Angiostrongylus	Angiostrongylus_cantonensis	ASV_723
NC_taxa_10boot..1...i..1.8..691	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_724
NC_taxa_10boot..1...i..1.8..692	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_726
NC_taxa_10boot..1...i..1.8..693	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_727
NC_taxa_10boot..1...i..1.8..694	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_728
NC_taxa_10boot..1...i..1.8..695	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_729
NC_taxa_10boot..1...i..1.8..696	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_730
NC_taxa_10boot..1...i..1.8..697	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_731
NC_taxa_10boot..1...i..1.8..698	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_732
NC_taxa_10boot..1...i..1.8..699	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_733
NC_taxa_10boot..1...i..1.8..700	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_734
NC_taxa_10boot..1...i..1.8..701	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_735
NC_taxa_10boot..1...i..1.8..702	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Metastrongylidae	Metastrongylus	NA	ASV_736
NC_taxa_10boot..1...i..1.8..703	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_737
NC_taxa_10boot..1...i..1.8..704	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_738
NC_taxa_10boot..1...i..1.8..705	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_739
NC_taxa_10boot..1...i..1.8..706	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_740
NC_taxa_10boot..1...i..1.8..707	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	NA	ASV_741
