Name	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
NC_taxa_10boot..1...1..1.8.	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_1
NC_taxa_10boot..1...i..1.8.	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_2
NC_taxa_10boot..1...i..1.8..1	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_3
NC_taxa_10boot..1...i..1.8..2	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_4
NC_taxa_10boot..1...i..1.8..3	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_5
NC_taxa_10boot..1...i..1.8..4	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_6
NC_taxa_10boot..1...i..1.8..5	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_7
NC_taxa_10boot..1...i..1.8..6	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_8
NC_taxa_10boot..1...i..1.8..7	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_9
NC_taxa_10boot..1...i..1.8..8	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_10
NC_taxa_10boot..1...i..1.8..9	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_11
NC_taxa_10boot..1...i..1.8..10	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_12
NC_taxa_10boot..1...i..1.8..11	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_13
NC_taxa_10boot..1...i..1.8..12	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_14
NC_taxa_10boot..1...i..1.8..13	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_elegans	ASV_15
NC_taxa_10boot..1...i..1.8..14	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_16
NC_taxa_10boot..1...i..1.8..15	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_17
NC_taxa_10boot..1...i..1.8..16	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_18
NC_taxa_10boot..1...i..1.8..17	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_19
NC_taxa_10boot..1...i..1.8..18	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_20
NC_taxa_10boot..1...i..1.8..19	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_21
NC_taxa_10boot..1...i..1.8..20	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_22
NC_taxa_10boot..1...i..1.8..21	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_23
NC_taxa_10boot..1...i..1.8..22	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_24
NC_taxa_10boot..1...i..1.8..23	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_25
NC_taxa_10boot..1...i..1.8..24	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_26
NC_taxa_10boot..1...i..1.8..25	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	NA	ASV_27
NC_taxa_10boot..1...i..1.8..26	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_briggsae	ASV_28
NC_taxa_10boot..1...i..1.8..27	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_29
NC_taxa_10boot..1...i..1.8..28	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	Oesophagostomum_dentatum	ASV_30
NC_taxa_10boot..1...i..1.8..29	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_31
NC_taxa_10boot..1...i..1.8..30	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_32
NC_taxa_10boot..1...i..1.8..31	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_33
NC_taxa_10boot..1...i..1.8..32	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_34
NC_taxa_10boot..1...i..1.8..33	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_35
NC_taxa_10boot..1...i..1.8..34	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_36
NC_taxa_10boot..1...i..1.8..35	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_37
NC_taxa_10boot..1...i..1.8..36	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_38
NC_taxa_10boot..1...i..1.8..37	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_39
NC_taxa_10boot..1...i..1.8..38	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_40
NC_taxa_10boot..1...i..1.8..39	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_41
NC_taxa_10boot..1...i..1.8..40	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	NA	ASV_42
NC_taxa_10boot..1...i..1.8..41	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	Oesophagostomum_quadrispinulatum	ASV_43
NC_taxa_10boot..1...i..1.8..42	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_44
NC_taxa_10boot..1...i..1.8..43	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_45
NC_taxa_10boot..1...i..1.8..44	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_46
NC_taxa_10boot..1...i..1.8..45	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_placei	ASV_47
NC_taxa_10boot..1...i..1.8..46	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_48
NC_taxa_10boot..1...i..1.8..47	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	NA	NA	ASV_49
NC_taxa_10boot..1...i..1.8..48	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_50
NC_taxa_10boot..1...i..1.8..49	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_51
NC_taxa_10boot..1...i..1.8..50	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	NA	ASV_52
NC_taxa_10boot..1...i..1.8..51	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_53
NC_taxa_10boot..1...i..1.8..52	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_54
NC_taxa_10boot..1...i..1.8..53	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Hyostrongylus	Hyostrongylus_rubidus	ASV_55
NC_taxa_10boot..1...i..1.8..54	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_56
NC_taxa_10boot..1...i..1.8..55	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_tropicalis	ASV_57
NC_taxa_10boot..1...i..1.8..56	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Hyostrongylus	Hyostrongylus_rubidus	ASV_58
NC_taxa_10boot..1...i..1.8..57	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_59
NC_taxa_10boot..1...i..1.8..58	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	NA	NA	ASV_60
NC_taxa_10boot..1...i..1.8..59	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_61
NC_taxa_10boot..1...i..1.8..60	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_62
NC_taxa_10boot..1...i..1.8..61	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	NA	ASV_63
NC_taxa_10boot..1...i..1.8..62	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_64
NC_taxa_10boot..1...i..1.8..63	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_65
NC_taxa_10boot..1...i..1.8..64	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Angiostrongylidae	Angiostrongylus	Angiostrongylus_cantonensis	ASV_66
NC_taxa_10boot..1...i..1.8..65	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_67
NC_taxa_10boot..1...i..1.8..66	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_68
NC_taxa_10boot..1...i..1.8..67	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_69
NC_taxa_10boot..1...i..1.8..68	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_70
NC_taxa_10boot..1...i..1.8..69	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_71
NC_taxa_10boot..1...i..1.8..70	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_72
NC_taxa_10boot..1...i..1.8..71	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_briggsae	ASV_73
NC_taxa_10boot..1...i..1.8..72	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_74
NC_taxa_10boot..1...i..1.8..73	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_75
NC_taxa_10boot..1...i..1.8..74	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_76
NC_taxa_10boot..1...i..1.8..75	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	NA	ASV_77
NC_taxa_10boot..1...i..1.8..76	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_78
NC_taxa_10boot..1...i..1.8..77	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_79
NC_taxa_10boot..1...i..1.8..78	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_tropicalis	ASV_80
NC_taxa_10boot..1...i..1.8..79	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_81
NC_taxa_10boot..1...i..1.8..80	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_82
NC_taxa_10boot..1...i..1.8..81	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_83
NC_taxa_10boot..1...i..1.8..82	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_84
NC_taxa_10boot..1...i..1.8..83	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_85
NC_taxa_10boot..1...i..1.8..84	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_86
NC_taxa_10boot..1...i..1.8..85	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_tropicalis	ASV_87
NC_taxa_10boot..1...i..1.8..86	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_88
NC_taxa_10boot..1...i..1.8..87	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_89
NC_taxa_10boot..1...i..1.8..88	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_90
NC_taxa_10boot..1...i..1.8..89	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_91
NC_taxa_10boot..1...i..1.8..90	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_92
NC_taxa_10boot..1...i..1.8..91	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_93
NC_taxa_10boot..1...i..1.8..92	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_94
NC_taxa_10boot..1...i..1.8..93	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_95
NC_taxa_10boot..1...i..1.8..94	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_96
NC_taxa_10boot..1...i..1.8..95	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_97
NC_taxa_10boot..1...i..1.8..96	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_98
NC_taxa_10boot..1...i..1.8..97	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_99
NC_taxa_10boot..1...i..1.8..98	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_100
NC_taxa_10boot..1...i..1.8..99	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_101
NC_taxa_10boot..1...i..1.8..100	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Angiostrongylidae	Angiostrongylus	Angiostrongylus_cantonensis	ASV_102
NC_taxa_10boot..1...i..1.8..101	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_103
NC_taxa_10boot..1...i..1.8..102	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	NA	NA	ASV_104
NC_taxa_10boot..1...i..1.8..103	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_105
NC_taxa_10boot..1...i..1.8..104	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_106
NC_taxa_10boot..1...i..1.8..105	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_107
NC_taxa_10boot..1...i..1.8..106	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_108
NC_taxa_10boot..1...i..1.8..107	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	Oesophagostomum_dentatum	ASV_109
NC_taxa_10boot..1...i..1.8..108	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_110
NC_taxa_10boot..1...i..1.8..109	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_111
NC_taxa_10boot..1...i..1.8..110	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	NA	ASV_112
NC_taxa_10boot..1...i..1.8..111	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_113
NC_taxa_10boot..1...i..1.8..112	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	NA	ASV_114
NC_taxa_10boot..1...i..1.8..113	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus_similis	ASV_116
NC_taxa_10boot..1...i..1.8..114	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_117
NC_taxa_10boot..1...i..1.8..115	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_118
NC_taxa_10boot..1...i..1.8..116	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	NA	NA	ASV_119
NC_taxa_10boot..1...i..1.8..117	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_120
NC_taxa_10boot..1...i..1.8..118	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_121
NC_taxa_10boot..1...i..1.8..119	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_122
NC_taxa_10boot..1...i..1.8..120	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_123
NC_taxa_10boot..1...i..1.8..121	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis_tropicalis	ASV_124
NC_taxa_10boot..1...i..1.8..122	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_125
NC_taxa_10boot..1...i..1.8..123	Eukaryota	Metazoa	Nematoda	NA	NA	NA	NA	NA	ASV_126
NC_taxa_10boot..1...i..1.8..124	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_127
NC_taxa_10boot..1...i..1.8..125	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_128
NC_taxa_10boot..1...i..1.8..126	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Chabertiidae	Oesophagostomum	Oesophagostomum_radiatum	ASV_129
NC_taxa_10boot..1...i..1.8..127	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_130
NC_taxa_10boot..1...i..1.8..128	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_131
NC_taxa_10boot..1...i..1.8..129	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_132
NC_taxa_10boot..1...i..1.8..130	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_133
NC_taxa_10boot..1...i..1.8..131	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_134
NC_taxa_10boot..1...i..1.8..132	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_135
NC_taxa_10boot..1...i..1.8..133	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_136
NC_taxa_10boot..1...i..1.8..134	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_137
NC_taxa_10boot..1...i..1.8..135	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	Viannaia_hamata	ASV_138
NC_taxa_10boot..1...i..1.8..136	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_139
NC_taxa_10boot..1...i..1.8..137	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_140
NC_taxa_10boot..1...i..1.8..138	Eukaryota	Metazoa	Nematoda	Chromadorea	NA	NA	NA	NA	ASV_141
NC_taxa_10boot..1...i..1.8..139	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_142
NC_taxa_10boot..1...i..1.8..140	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_143
NC_taxa_10boot..1...i..1.8..141	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_144
NC_taxa_10boot..1...i..1.8..142	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_caninum	ASV_145
NC_taxa_10boot..1...i..1.8..143	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_146
NC_taxa_10boot..1...i..1.8..144	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	NA	ASV_147
NC_taxa_10boot..1...i..1.8..145	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Viannaia	Viannaia_hamata	ASV_148
NC_taxa_10boot..1...i..1.8..146	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_149
NC_taxa_10boot..1...i..1.8..147	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_150
NC_taxa_10boot..1...i..1.8..148	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_151
NC_taxa_10boot..1...i..1.8..149	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_152
NC_taxa_10boot..1...i..1.8..150	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Ancylostoma	Ancylostoma_ceylanicum	ASV_153
NC_taxa_10boot..1...i..1.8..151	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_154
NC_taxa_10boot..1...i..1.8..152	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	Oscheius_myriophilus	ASV_155
NC_taxa_10boot..1...i..1.8..153	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_colubriformis	ASV_156
NC_taxa_10boot..1...i..1.8..154	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_157
NC_taxa_10boot..1...i..1.8..155	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Metastrongylidae	Metastrongylus	NA	ASV_158
NC_taxa_10boot..1...i..1.8..156	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_159
NC_taxa_10boot..1...i..1.8..157	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	NA	NA	ASV_160
NC_taxa_10boot..1...i..1.8..158	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator_americanus	ASV_161
NC_taxa_10boot..1...i..1.8..159	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_162
NC_taxa_10boot..1...i..1.8..160	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Globocephalus	Globocephalus_urosubulatus	ASV_163
NC_taxa_10boot..1...i..1.8..161	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_164
NC_taxa_10boot..1...i..1.8..162	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Cooperiidae	Cooperia	Cooperia_spatulata	ASV_165
NC_taxa_10boot..1...i..1.8..163	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA	ASV_166
NC_taxa_10boot..1...i..1.8..164	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_167
NC_taxa_10boot..1...i..1.8..165	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	NA	NA	NA	ASV_168
NC_taxa_10boot..1...i..1.8..166	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus_axei	ASV_169
NC_taxa_10boot..1...i..1.8..167	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmonellidae	Nippostrongylus	Nippostrongylus_brasiliensis	ASV_170
