ASV,best_id,best_id_dada,NCBI_id,final_id,n,ASV_number,Parasite
ASV_5863,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,5863,Y
ASV_8409,unclassified_SAR,uncultured,,Eukaryota,1,8409,N
ASV_9168,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,9168,Y
ASV_9176,Eimeria,Eimeria,,Eimeria,1,9176,Y
ASV_591,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,4,591,Y
ASV_8150,unclassified_Sordariomycetes,Incertae_Sedis,Ascomycete_fungi,Fungi,1,8150,N
ASV_920,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,4,920,Y
ASV_2413,unclassified_Tremellomycetes,Trichosporon_asahii_var._asahii_CBS_2479,uncultured_eukaryote,Eukaryota,1,2413,N
ASV_6111,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,6111,Y
ASV_619,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,3,619,Y
ASV_4422,unclassified_Tremellomycetes,Cutaneotrichosporon,Cutaneotrichosporon,Cutaneotrichosporon,1,4422,M
ASV_9231,Eimeria,Eimeria,,Eimeria,1,9231,Y
ASV_1295,unclassified_Trichomonadea,Pentatrichomonas_hominis,,Pentatrichomonas_hominis,1,1295,Y
ASV_13092,unclassified_Trichomonadea,Simplicimonas_similis,,Simplicimonas,1,13092,Y
ASV_2631,unclassified_Trichomonadea,Pentatrichomonas_hominis,,Pentatrichomonas_hominis,1,2631,Y
ASV_3888,Tetratrichomonas,Tetratrichomonas_sp._ZUBR,,Tetratrichomonas,1,3888,Y
ASV_9264,Eimeria,Eimeria,,Eimeria,1,9264,Y
ASV_928,Hypotrichomonas,Hypotrichomonas_imitans,,Hypotrichomonas,8,928,Y
ASV_6721,Trichosporon,Trichosporon,,Trichosporon,1,6721,M
ASV_626,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,11,626,Y
ASV_9331,Eimeria,Eimeria,,Eimeria,1,9331,Y
ASV_5561,unclassified_Trichomonadea,Simplicimonas_similis,,Simplicimonas,1,5561,Y
ASV_9346,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,9346,Y
ASV_6319,unclassified_Trichomonadea,Simplicimonas_similis,,Simplicimonas,1,6319,Y
ASV_730,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,8,730,Y
ASV_820,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,1,820,Y
ASV_943,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,10,943,Y
ASV_2491,unclassified_Trichosporonaceae,Opisthokonta,Cutaneotrichosporon,Cutaneotrichosporon,1,2491,M
ASV_947,Cyclophyllidea,Cyclophyllidea,,Cyclophyllidea,14,947,Y
ASV_9488,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,1,9488,Y
ASV_95,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,36,95,Y
ASV_4044,Tetratrichomonas,Tetratrichomonas_sp._ZUBR,,Tetratrichomonas,1,4044,Y
ASV_956,Cyclophyllidea,Hymenolepis_microstoma,,Hymenolepis_microstoma,2,956,Y
ASV_836,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,7,836,Y
ASV_960,Balantidium,Neobalantidium_coli,,Neobalantidium_coli,5,960,Y
ASV_4818,Tetratrichomonas,Tetratrichomonas_sp._ZUBR,,Tetratrichomonas,1,4818,Y
ASV_847,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,2,847,Y
ASV_9620,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,9620,Y
ASV_963,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,5,963,Y
ASV_964,Eimeria,Eimeria_ferrisi,,Eimeria,2,964,Y
ASV_966,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,3,966,Y
ASV_3691,unclassified_Trichosporonaceae,Apiotrichum,Basiodiomycete_yeast,Fungi,1,3691,N
ASV_9680,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,1,9680,Y
ASV_871,Tritrichomonas,Tritrichomonas_sp._MEG-2016a,,Tritrichomonas,7,871,Y
ASV_1711,Tritrichomonas,Tritrichomonas_suis,,Tritrichomonas,1,1711,Y
ASV_1891,Tritrichomonas,Tritrichomonas_suis,,Tritrichomonas,1,1891,Y
ASV_4016,unclassified_Trichosporonaceae,Fungi,Cutaneotrichosporon,Cutaneotrichosporon,1,4016,M
ASV_5351,unclassified_Trichosporonaceae,Opisthokonta,Cutaneotrichosporon,Cutaneotrichosporon,1,5351,M
ASV_243,Tritrichomonas,Tritrichomonas_suis,,Tritrichomonas,14,243,Y
ASV_2576,Tritrichomonas,Tritrichomonas_suis,,Tritrichomonas,2,2576,Y
ASV_9772,Eimeria,Eimeria_alabamensis,,Eimeria,1,9772,Y
ASV_7113,unclassified_Trichosporonaceae,Opisthokonta,Cutaneotrichosporon,Cutaneotrichosporon,1,7113,M
ASV_7445,Tritrichomonas,Tritrichomonas_suis,,Tritrichomonas,1,7445,Y
ASV_9040,unclassified_Trichostomatia,Neobalantidium_coli,Balantoides_coli,Neobalantidium_coli,1,9040,Y
ASV_5177,Tetratrichomonas,Tetratrichomonas_sp._ZUBR,,Tetratrichomonas,1,5177,Y
ASV_9869,Eimeria,Eimeria,,Eimeria,1,9869,Y
ASV_9891,Hypotrichomonas,Hypotrichomonas_mariae,,Hypotrichomonas,1,9891,Y
ASV_3435,unclassified_Tritrichomonadea,Eukaryota,Tritrichomonas,Tritrichomonas,1,3435,Y
ASV_5157,unclassified_Tritrichomonadea,Eukaryota,Tritrichomonas,Tritrichomonas,1,5157,Y
ASV_8276,Tritrichomonas,Tritrichomonas_suis,,Tritrichomonas,1,8276,Y
ASV_6380,unclassified_Tritrichomonadea,Eukaryota,Tritrichomonas,Tritrichomonas,1,6380,Y
ASV_998,Simplicimonas,Simplicimonas_similis,,Simplicimonas_similis,6,998,Y
ASV_9989,Oxyurida,Syphacia_muris,,Syphacia,1,9989,Y
ASV_1222,Trichosporon,Trichosporon_asahii_var._asahii_CBS_2479,,Trichosporon,4,1222,M
